0,0,0,0,0,0,0,0,1648598152.5404727
-395170,-411189,-415166,-433457,-3021983,-3894032,-8388608,-8388608,1648598153.0266573
-394971,-413832,-416499,-435585,-3022841,-3895339,-8388608,-8388608,1648598153.0422282
-400852,-410149,-413482,-428834,-3020825,-3890922,-8388608,-8388608,1648598153.0422282
-401820,-407056,-411816,-425871,-3019767,-3889092,-8388608,-8388608,1648598153.0422282
-395933,-410214,-414488,-432106,-3021519,-3893147,-8388608,-8388608,1648598153.0422282
-394197,-413767,-416566,-435944,-3022867,-3895568,-8388608,-8388608,1648598153.0422282
-399687,-410916,-413996,-430035,-3021128,-3891664,-8388608,-8388608,1648598153.0422282
-402251,-407122,-411721,-425559,-3019697,-3888872,-8388608,-8388608,1648598153.0422282
-397203,-409584,-414077,-430959,-3021346,-3892496,-8388608,-8388608,1648598153.0422282
-393992,-413750,-416712,-436191,-3023047,-3895805,-8388608,-8388608,1648598153.0422282
-398856,-412084,-414927,-431708,-3021851,-3892842,-8388608,-8388608,1648598153.0422282
-402780,-407799,-412159,-425982,-3020089,-3889236,-8388608,-8388608,1648598153.0422282
-398431,-408887,-413537,-429667,-3021020,-3891681,-8388608,-8388608,1648598153.0422282
-394062,-413462,-416630,-436019,-3023049,-3895750,-8388608,-8388608,1648598153.0422282
-397828,-412966,-415617,-433126,-3022346,-3893800,-8388608,-8388608,1648598153.057867
-402804,-408440,-412500,-426502,-3020346,-3889592,-8388608,-8388608,1648598153.057867
-399804,-408443,-413176,-428589,-3020860,-3891056,-8388608,-8388608,1648598153.057867
-394472,-413021,-416424,-435537,-3022974,-3895509,-8388608,-8388608,1648598153.057867
-396797,-413662,-416203,-434399,-3022770,-3894668,-8388608,-8388608,1648598153.0734887
-402454,-409190,-412925,-427302,-3020632,-3890104,-8388608,-8388608,1648598153.0734887
-400894,-407974,-412716,-427504,-3020564,-3890346,-8388608,-8388608,1648598153.0800252
-394921,-412179,-415844,-434512,-3022580,-3894832,-8388608,-8388608,1648598153.0800252
-395606,-413867,-416372,-435147,-3022827,-3895094,-8388608,-8388608,1648598153.0800252
-401678,-409883,-413295,-428202,-3020831,-3890631,-8388608,-8388608,1648598153.0800252
-401644,-407526,-412212,-426508,-3020169,-3889641,-8388608,-8388608,1648598153.0800252
-395761,-411385,-415322,-433405,-3022260,-3894166,-8388608,-8388608,1648598153.0800252
-394995,-414256,-416815,-436012,-3023200,-3895749,-8388608,-8388608,1648598153.0800252
-400844,-410844,-413957,-429514,-3021297,-3891502,-8388608,-8388608,1648598153.0956898
-402363,-407532,-412104,-426071,-3020127,-3889372,-8388608,-8388608,1648598153.0956898
-396707,-410502,-414687,-432092,-3021861,-3893327,-8388608,-8388608,1648598153.0956898
-394564,-414340,-417021,-436469,-3023400,-3896113,-8388608,-8388608,1648598153.0956898
-399996,-411932,-414766,-431057,-3021902,-3892567,-8388608,-8388608,1648598153.0956898
-402962,-407899,-412262,-426101,-3020302,-3889450,-8388608,-8388608,1648598153.111301
-397904,-409755,-414139,-430817,-3021549,-3892544,-8388608,-8388608,1648598153.111301
-394267,-414029,-416876,-436385,-3023300,-3896064,-8388608,-8388608,1648598153.111301
-398761,-412649,-415251,-432299,-3022186,-3893336,-8388608,-8388608,1648598153.111301
-402961,-408164,-412256,-426154,-3020251,-3889421,-8388608,-8388608,1648598153.111301
-398956,-408871,-413380,-429324,-3021012,-3891532,-8388608,-8388608,1648598153.111301
-394306,-413534,-416596,-435955,-3023128,-3895797,-8388608,-8388608,1648598153.111301
-397554,-413308,-415743,-433521,-3022499,-3894107,-8388608,-8388608,1648598153.111301
-402765,-408751,-412539,-426683,-3020427,-3889744,-8388608,-8388608,1648598153.1269295
-400214,-408377,-412948,-428196,-3020771,-3890845,-8388608,-8388608,1648598153.1269295
-394737,-412969,-416281,-435309,-3022967,-3895436,-8388608,-8388608,1648598153.1269295
-396540,-413942,-416291,-434723,-3022906,-3894931,-8388608,-8388608,1648598153.1269295
-402274,-409499,-412979,-427546,-3020727,-3890296,-8388608,-8388608,1648598153.1269295
-401203,-407933,-412516,-427169,-3020491,-3890173,-8388608,-8388608,1648598153.1425498
-395251,-412101,-415701,-434235,-3022582,-3894742,-8388608,-8388608,1648598153.1425498
-395474,-414168,-416533,-435491,-3023049,-3895416,-8388608,-8388608,1648598153.1425498
-401434,-410243,-413409,-428544,-3020981,-3890897,-8388608,-8388608,1648598153.1425498
-401902,-407569,-412079,-426283,-3020161,-3889546,-8388608,-8388608,1648598153.1425498
-396121,-411254,-415129,-433035,-3022236,-3893997,-8388608,-8388608,1648598153.1425498
-394892,-414421,-416869,-436190,-3023335,-3895942,-8388608,-8388608,1648598153.1425498
-400621,-411270,-414152,-429960,-3021519,-3891862,-8388608,-8388608,1648598153.1581793
-402575,-407652,-412017,-425947,-3020144,-3889343,-8388608,-8388608,1648598153.1581793
-397094,-410319,-414433,-431627,-3021771,-3893081,-8388608,-8388608,1648598153.1581793
-394354,-414224,-416814,-436314,-3023291,-3896022,-8388608,-8388608,1648598153.1581793
-399513,-412109,-414727,-431279,-3021899,-3892702,-8388608,-8388608,1648598153.1581793
-402920,-407928,-412084,-425935,-3020214,-3889343,-8388608,-8388608,1648598153.1581793
-398142,-409420,-413728,-430186,-3021312,-3892141,-8388608,-8388608,1648598153.1581793
-394179,-413886,-416687,-436180,-3023241,-3895962,-8388608,-8388608,1648598153.173805
-398328,-412886,-415321,-432616,-3022299,-3893576,-8388608,-8388608,1648598153.173805
-402787,-408247,-412151,-426118,-3020216,-3889406,-8388608,-8388608,1648598153.1803224
-399282,-408679,-413126,-428843,-3020917,-3891281,-8388608,-8388608,1648598153.1803224
-394278,-413304,-416358,-435638,-3023039,-3895642,-8388608,-8388608,1648598153.1803224
-397103,-413478,-415801,-433802,-3022619,-3894343,-8388608,-8388608,1648598153.1803224
-402502,-408906,-412522,-426787,-3020477,-3889840,-8388608,-8388608,1648598153.1803224
-400228,-407976,-412487,-427542,-3020468,-3890393,-8388608,-8388608,1648598153.1803224
-394587,-412496,-415828,-434724,-3022683,-3895046,-8388608,-8388608,1648598153.1803224
-396027,-413943,-416229,-434842,-3022915,-3895044,-8388608,-8388608,1648598153.1803224
-401736,-409488,-412804,-427537,-3020602,-3890261,-8388608,-8388608,1648598153.195971
-401109,-407529,-412036,-426535,-3020159,-3889727,-8388608,-8388608,1648598153.195971
-395242,-411650,-415281,-433631,-3022341,-3894374,-8388608,-8388608,1648598153.195971
-395062,-414131,-416456,-435542,-3023054,-3895499,-8388608,-8388608,1648598153.195971
-401017,-410434,-413439,-428777,-3021055,-3891093,-8388608,-8388608,1648598153.195971
-401853,-407339,-411740,-425844,-3019960,-3889262,-8388608,-8388608,1648598153.2115963
-395941,-410551,-414436,-432129,-3021735,-3893346,-8388608,-8388608,1648598153.2115963
-394297,-414049,-416464,-435864,-3023051,-3895699,-8388608,-8388608,1648598153.2115963
-400047,-411354,-414064,-430105,-3021494,-3891969,-8388608,-8388608,1648598153.2115963
-402489,-407557,-411779,-425672,-3020039,-3889195,-8388608,-8388608,1648598153.2115963
-397167,-409847,-413952,-430924,-3021492,-3892649,-8388608,-8388608,1648598153.2115963
-394088,-414032,-416607,-436131,-3023227,-3895967,-8388608,-8388608,1648598153.2115963
-398925,-412212,-414694,-431474,-3021925,-3892869,-8388608,-8388608,1648598153.2272232
-402674,-407841,-411854,-425719,-3020091,-3889217,-8388608,-8388608,1648598153.2272232
-398329,-409081,-413371,-429591,-3021144,-3891816,-8388608,-8388608,1648598153.2272232
-393906,-413532,-416339,-435781,-3023049,-3895742,-8388608,-8388608,1648598153.2272232
-397585,-412816,-415135,-432657,-3022184,-3893597,-8388608,-8388608,1648598153.2272232
-402374,-408162,-411908,-425951,-3020070,-3889292,-8388608,-8388608,1648598153.2272232
-399224,-408154,-412556,-428072,-3020544,-3890758,-8388608,-8388608,1648598153.2428465
-393952,-412747,-415814,-435008,-3022677,-3895211,-8388608,-8388608,1648598153.2428465
-396499,-413461,-415688,-433906,-3022593,-3894441,-8388608,-8388608,1648598153.2428465
-402121,-408971,-412415,-426827,-3020466,-3889901,-8388608,-8388608,1648598153.2428465
-400451,-407787,-412213,-427096,-3020383,-3890175,-8388608,-8388608,1648598153.2428465
-394629,-412155,-415490,-434244,-3022542,-3894798,-8388608,-8388608,1648598153.2428465
-395523,-413902,-416104,-434896,-3022894,-3895118,-8388608,-8388608,1648598153.2428465
-401526,-409829,-412949,-427875,-3020840,-3890595,-8388608,-8388608,1648598153.2584739
-401357,-407492,-411869,-426247,-3020179,-3889639,-8388608,-8388608,1648598153.2584739
-395332,-411261,-414872,-433047,-3022150,-3894043,-8388608,-8388608,1648598153.2584739
-394782,-414191,-416442,-435666,-3023181,-3895679,-8388608,-8388608,1648598153.2584739
-400644,-410707,-413519,-429083,-3021231,-3891373,-8388608,-8388608,1648598153.2584739
-401937,-407311,-411571,-425599,-3019951,-3889176,-8388608,-8388608,1648598153.2584739
-396177,-410267,-414130,-431616,-3021647,-3893099,-8388608,-8388608,1648598153.2740922
-393957,-413896,-416260,-435734,-3022996,-3895661,-8388608,-8388608,1648598153.2740922
-399347,-411343,-413885,-430167,-3021391,-3891991,-8388608,-8388608,1648598153.2740922
-402307,-407419,-411497,-425369,-3019894,-3889008,-8388608,-8388608,1648598153.2806153
-397361,-409509,-413592,-430342,-3021351,-3892334,-8388608,-8388608,1648598153.2806153
-393841,-413810,-416362,-435895,-3023153,-3895863,-8388608,-8388608,1648598153.2806153
-398229,-412206,-414539,-431575,-3021862,-3892932,-8388608,-8388608,1648598153.2806153
-402322,-407699,-411532,-425456,-3019908,-3889031,-8388608,-8388608,1648598153.2806153
-398291,-408522,-412750,-428757,-3020749,-3891254,-8388608,-8388608,1648598153.2806153
-393627,-413113,-415897,-435296,-3022807,-3895437,-8388608,-8388608,1648598153.2806153
-397209,-413071,-415254,-433019,-3022412,-3893942,-8388608,-8388608,1648598153.2806153
-402297,-408426,-411976,-426127,-3020263,-3889520,-8388608,-8388608,1648598153.2962654
-399656,-408111,-412425,-427739,-3020629,-3890682,-8388608,-8388608,1648598153.2962654
-394181,-412676,-415721,-434806,-3022799,-3895232,-8388608,-8388608,1648598153.2962654
-396199,-413702,-415811,-434238,-3022836,-3894785,-8388608,-8388608,1648598153.2962654
-402001,-409320,-412563,-427133,-3020724,-3890225,-8388608,-8388608,1648598153.2962654
